,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
647,Ford,Ecosport,1.5L Tdci Titanium Plus,1090000,1498,4,4,FWD,In-line,BS VI,52,Diesel,SUV,1647,3998,1765,5,23,5,200,5,Manual,5,1304,1490,1540,12.33,117.14,2519,5.3
648,Ford,Ecosport,1.5L Tdci Thunder Edition,1090000,1498,4,4,FWD,In-line,BS VI,52,Diesel,SUV,1647,3998,1765,5,23,5,200,5,Manual,5,1304,1490,1540,12.17,117.14,2519,5.3
649,Hyundai,Creta,1.6,1092192,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Manual,2,1785,1490,1540,10.33,31.13,2590,5.2
650,Maruti Suzuki,Xl6,Zeta At,1094689,1462,4,4,FWD,In-line,BS VI,45,Petrol,MPV,1700,4445,1775,5,17.01,5,165,6,Automatic,1,1180,1490,1540,10.33,31.36,2740,5.2
651,Nissan,Kicks,Xv Petrol,1095000,1498,4,4,RWD,In-line,BS VI,50,Petrol,SUV,1651,4384,1813,5,14.23,6,210,5,Manual,2,1785,1490,1540,11.33,35.5,2673,5.2
652,Mahindra,Xuv300,1.5,1095129,1497,4,4,RWD,In-line,BS VI,42,Diesel,SUV,1617,3995,1821,5,20,6,180,5,Manual,2,1785,1490,1540,10.97,200,2600,5.3
653,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,1098689,1462,4,4,FWD,In-line,BS VI,43,Petrol,Sedan,1485,4490,1730,4,20.28,4,170,5,Automatic,2,1010,1490,1540,11.33,31.36,2650,5.4
654,Skoda,Rapid,Onyx At Petrol,1099599,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,14.84,7,163,5,Automatic,2,1187,1490,1540,11.33,40.8,2552,5.3
655,Tata,Nexon,Xza Plus (O),1100000,1198,3,4,FWD,In-line,BS VI,44,Petrol,SUV,1607,3994,1811,5,17.6,5,209,5,Automatic,2,1785,1490,1540,9.83,113.33,2498,5.1
656,Tata,Nexon,Xz Plus Diesel,1100000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,11.33,173.33,2498,5.1
657,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,1102689,1248,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1485,4490,1730,4,28.09,5,170,5,Manual,2,1105,1490,1540,11.33,114.29,2650,5.4
658,Hyundai,Creta,1.4,1107167,1396,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,21.38,6,190,5,Manual,2,1785,1490,1540,9.97,146.67,2590,5.2
659,Nissan,Kicks,Xl Diesel,1109000,1461,4,4,RWD,In-line,BS VI,50,Diesel,SUV,1651,4384,1813,5,20.45,6,210,5,Manual,2,1785,1490,1540,11.33,137.14,2673,5.2
660,Tata,Safari Storme,2.2,1109005,2179,4,4,FWD,In-line,BS IV,63,Diesel,SUV,1922,4655,1855,5,14,5,200,7,Manual,2,2000,1580,1550,11.33,188.24,2650,10.8
661,Maruti Suzuki,Ciaz,1.5L Zeta,1109189,1498,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1485,4490,1730,4,26.32,6,170,5,Manual,2,1105,1490,1540,11.33,150,2650,5.4
662,Honda,City,Sv Mt Diesel,1111000,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1495,4440,1695,4,25.6,6,165,5,Manual,2,1147,1490,1480,11.33,114.29,2600,5.3
663,Hyundai,Venue,1,1115500,998,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1590,3995,1770,5,18.15,7,200,5,DCT,2,1785,1490,1540,11.33,114.67,2500,5.2
664,Skoda,Rapid,1.6,1115599,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,15.41,5,163,5,Manual,2,1137,1490,1540,11.33,40.8,2552,5.3
665,Renault,Duster,110,1119990,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1695,4315,1822,5,19.6,6,205,5,Automatic,2,1296,1560,1567,11.33,140,2673,5.2
666,Tata,Nexon,Xza Plus (O) Dual Tone,1120000,1198,3,4,FWD,In-line,BS VI,44,Petrol,SUV,1607,3994,1811,5,17.6,5,209,5,Automatic,2,1785,1490,1540,11.33,113.33,2498,5.1
667,Tata,Nexon,Xz Plus Diesel Dual Tone,1120000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,13.83,173.33,2498,5.1
668,Maruti Suzuki,Ertiga,1.5L Zdi Plus,1120689,1498,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1690,4395,1735,5,24.2,6,165,7,Manual,2,1225,1490,1540,13.83,128.57,2740,5.2
669,Mahindra,Scorpio,2Wd Getaway,1123158,2179,4,4,RWD,In-line,BS IV,80,Diesel,SUV,1874,5118,1850,5,13.5,5,210,5,Manual,2,2510,1450,1450,13.83,155.56,3040,5.7
670,Skoda,Rapid,1.5,1129599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.13,5,163,5,Manual,2,1210,1490,1540,13.83,166.67,2552,5.3
671,Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1130000,1497,3,4,FWD,In-line,BS VI,52,Petrol,SUV,1647,3998,1765,5,14.8,6,200,5,Automatic,5,1320,1490,1540,13.83,33.33,2519,5.3
672,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130099,1461,4,4,FWD,In-line,BS IV,50,Diesel,MUV,1697,4498,1751,4,21.04,5,174,8,Manual,2,1299,1490,1478,13.83,105.26,2810,5.55
673,Maruti Suzuki,Ciaz,1.5L Alpha,1138189,1498,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1485,4490,1730,4,26.82,6,170,5,Manual,2,1105,1490,1540,13.83,150,2650,5.4
674,Skoda,Monte Carlo,1.6,1139599,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,15.41,5,163,5,Manual,2,1137,1490,1540,18.75,40.8,2552,5.3
675,Mahindra,Tuv300 Plus,P8,1142157,2179,3,4,RWD,In-line,BS IV,60,Diesel,SUV,1812,4400,1835,5,18.49,5,165,9,Manual,2,1785,1490,1540,13.83,155.56,2680,5.35
676,Maruti Suzuki,S-Cross,1.3L Alpha,1143689,1248,4,4,FWD,In-line,BS IV,48,Diesel,Crossover,1595,4300,1785,5,23.65,5,180,5,Manual,2,1240,1490,1540,11.66,114.29,2600,5.5
677,Ford,Ecosport,1.5L Tdci Titanium S,1145000,1498,3,4,FWD,In-line,BS VI,52,Diesel,SUV,1647,3998,1765,5,23,5,200,5,Manual,5,1242,1490,1540,14.05,117.14,2519,5.3
678,Kia,Seltos,1.5,1149000,1497,4,4,FWD,In-line,BS VI,60,Petrol,SUV,1645,4315,1800,5,16.8,6,190,5,Manual,4,1785,1490,1540,14.05,32,2610,5.3
679,Mahindra,Xuv300,1.5,1149800,1497,4,4,RWD,In-line,BS VI,42,Diesel,SUV,1617,3995,1821,5,20,6,180,5,Automatic,2,1785,1490,1540,18.75,200,2600,5.3
680,Maruti Suzuki,Xl6,Alpha At,1151189,1462,4,4,FWD,In-line,BS VI,45,Petrol,MPV,1700,4445,1775,5,17.01,5,165,6,Automatic,1,1180,1490,1540,14.05,31.36,2740,5.2
681,Kia,Seltos,1.5,1154000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Manual,2,1785,1490,1540,18.75,166.67,2610,5.3
682,Mahindra,Marazzo,7,1156471,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,7,Manual,2,1785,1490,1540,14.05,171.43,2760,5.25
683,Skoda,Rapid,Onyx Mt Diesel,1158599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.13,5,163,5,Manual,2,1210,1490,1540,18.75,166.67,2552,5.3
684,Tata,Nexon,Xza Plus Diesel,1160000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,18.75,173.33,2498,5.1
685,Hyundai,Verna,1.6,1162875,1591,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1445,4440,1729,4,17.7,6,165,5,Automatic,5,1785,1490,1540,14.05,31.96,2600,5.2
686,Mahindra,Marazzo,8,1164569,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,8,Manual,2,1785,1490,1540,14.05,171.43,2760,5.25
687,Honda,Brv,V Petrol,1167900,1497,4,4,FWD,In-line,BS IV,42,Petrol,SUV,1666,4453,1735,5,15.4,7,210,7,Manual,2,1225,1490,1540,14.05,31.52,2662,5.3
688,Hyundai,Verna,1.6,1172544,1582,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1445,4440,1729,4,23.9,6,165,5,Manual,2,1785,1490,1540,18.75,173.33,2600,5.2
689,Hyundai,Verna,1.6,1172999,1591,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1445,4440,1729,4,17.7,5,165,5,Manual,5,1785,1490,1540,18.75,31.13,2600,5.2
690,Toyota,Yaris,V,1174000,1498,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.1,6,152,5,Manual,5,1105,1490,1540,18.75,33.33,2550,5.1
691,Toyota,Yaris,G Cvt,1175000,1496,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.8,7,152,5,Automatic,5,1115,1490,1540,8,33.33,2550,5.1
692,Hyundai,Verna,1.6,1178894,1591,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1445,4440,1729,4,17.7,5,165,5,Manual,5,1785,1490,1540,8,31.13,2600,5.2
693,Tata,Nexon,Xza Plus Diesel Dual Tone,1180000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,7.86,173.33,2498,5.1
694,Honda,City,Vx Mt Petrol,1182000,1497,4,4,FWD,In-line,BS VI,40,Petrol,Sedan,1495,4440,1695,4,17.4,5,165,5,Manual,2,1084,1475,1465,8,31.52,2600,5.3
695,Mahindra,Xuv300,1.2,1184129,1197,4,4,RWD,In-line,BS VI,42,Petrol,SUV,1617,3995,1821,5,17,6,180,5,Manual,2,1785,1490,1540,8,100,2600,5.3
696,Honda,Brv,S Diesel,1187900,1498,4,4,FWD,In-line,BS IV,42,Diesel,SUV,1666,4453,1735,5,21.9,7,210,7,Manual,2,1289,1490,1540,7.86,114.29,2662,5.5
697,Tata,Nexon,Xz Plus (O) Diesel,1190000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,8,173.33,2498,5.1
698,Honda,City,V Mt Diesel,1191000,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1495,4440,1695,4,25.6,6,165,5,Manual,2,1148,1490,1480,8,114.29,2600,5.3
699,Toyota,Yaris,V (O),1197000,1498,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.1,6,152,5,Manual,5,1105,1490,1540,12.18,33.33,2550,5.1
700,Volkswagen,Vento,1.2,1197500,1197,4,2,FWD,In-line,BS IV,55,Petrol,Sedan,1467,4390,1699,4,18.19,7,163,5,Automatic,2,1179,1457,1500,12.18,116.67,2553,5.4
701,Hyundai,Creta,1.4,1197919,1396,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,21.38,6,190,5,Manual,2,1785,1490,1540,12.18,146.67,2590,5.2
702,Renault,Captur,Platine Petrol Dual Tone,1199999,1498,4,4,FWD,In-line,BS IV,50,Petrol,SUV,1619,4329,1813,5,13.86,5,201,5,Manual,2,1785,1490,1540,12.18,35.5,2673,5.2
703,Honda,City,V Cvt Petrol,1201000,1497,4,4,FWD,In-line,BS VI,40,Petrol,Sedan,1495,4440,1695,4,17.8,5,165,5,Automatic,2,1080,1490,1480,12.18,31.52,2600,5.3
704,Tata,Winger,15S,1205000,2200,4,4,FWD,V,BS VI,60,Diesel,MUV,2670,5458,1905,5,23,5,180,16,Manual,2,2275,1490,1540,12.18,152,3488,6750
705,Renault,Duster,110,1209990,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1695,4315,1822,5,19.6,6,205,5,Automatic,2,1296,1560,1567,12.18,140,2673,5.2
706,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1210000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Manual,2,1785,1490,1540,12.18,173.33,2498,5.1
707,Volkswagen,Vento,1.5,1210500,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1467,4390,1699,4,20.64,5,163,5,Manual,2,1211,1457,1500,12.18,166.67,2553,5.4
708,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,1461,4,4,FWD,In-line,BS IV,50,Diesel,MUV,1697,4498,1751,4,19.98,6,174,5,Manual,2,1338,1490,1478,12.18,140,2810,5.55
709,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,1461,4,4,FWD,In-line,BS IV,50,Diesel,MUV,1697,4498,1751,4,19.98,6,174,7,Manual,2,1368,1490,1478,11.33,140,2810,5.55
710,Mahindra,Xuv300,1.5,1214130,1497,4,4,RWD,In-line,BS VI,42,Diesel,SUV,1617,3995,1821,5,20,6,180,5,Manual,2,1785,1490,1540,11.33,200,2600,5.3
711,Mahindra,Scorpio,S5 2Wd,1220030,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,5,165,9,Manual,2,1785,1490,1540,11.33,155.56,2680,5.4
712,Force,Gurkha,5,1225000,2596,4,4,4WD,In-line,BS IV,63,Diesel,SUV,2055,3992,1790,5,17,6,205,5,Manual,2,1785,1490,1480,11.33,164.29,2400,5.65
713,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,1228335,2179,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1895,4520,1850,5,14.02,5,180,8,Manual,2,1875,1500,1500,11.33,116.67,2760,5.5
714,Mahindra,Xuv500,W3,1230924,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,2,1785,1600,1600,9.83,205.71,2700,5.6
715,Hyundai,Creta,1.6,1232534,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Manual,2,1180,1490,1540,11.33,31.13,2590,5.2
716,Nissan,Terrano,Xl D(O),1235700,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1671,4331,1822,5,20.45,5,205,5,Manual,2,1360,1560,1567,11.33,105.26,2673,5.2
717,Nissan,Terrano,Sport Edition,1235700,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1671,4331,1822,5,20.45,5,205,5,Manual,2,1236,1560,1567,11.33,105.26,2673,5.2
718,Mahindra,Scorpio,4Wd Getaway,1236258,2179,4,2,4WD,In-line,BS IV,80,Diesel,SUV,1874,5118,1850,5,10.22,5,210,5,Manual,2,1865,1450,1450,11.33,155.56,3040,5.7
719,Skoda,Rapid,1.6,1243599,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,14.84,7,163,5,Automatic,2,1187,1490,1540,11.33,40.8,2552,5.3
720,Mg,Hector,1.5L Style,1248000,1500,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1760,4655,1835,5,14.16,6,192,5,Manual,2,1785,1490,1540,13.83,0,2750,5.2
721,Skoda,Rapid,1.5,1249599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.72,7,163,5,Automatic,2,1228,1490,1540,13.83,166.67,2552,5.3
722,Renault,Duster,110,1249990,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1695,4315,1822,5,19.6,6,205,5,Automatic,2,1296,1560,1567,13.83,140,2673,5.2
723,Renault,Duster,110,1249990,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1695,4315,1822,5,19.6,6,205,5,Automatic,2,1296,1560,1567,13.83,140,2673,5.2
724,Tata,Nexon,Xza Plus (O) Diesel,1250000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,13.83,173.33,2498,5.1
725,Nissan,Kicks,Xv Diesel,1251000,1461,4,4,RWD,In-line,BS VI,50,Diesel,SUV,1651,4384,1813,5,20.45,6,210,5,Manual,2,1785,1490,1540,13.83,137.14,2673,5.2
726,Kia,Seltos,1.5,1254000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Manual,4,1785,1490,1540,18.75,166.67,2610,5.3
727,Mahindra,E Verito,D2,1267208,72,4,4,FWD,In-line,BS IV,45,Electric,Sedan,1540,4247,1740,4,23,5,165,5,Automatic,2,1785,1490,1540,18.75,30.33,2630,5.25
728,Mahindra,Xuv300,1.5,1269131,1497,4,4,RWD,In-line,BS VI,42,Diesel,SUV,1617,3995,1821,5,20,6,180,5,Automatic,2,1785,1490,1540,18.75,200,2600,5.3
729,Skoda,Monte Carlo,1.6,1269599,1598,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1466,4413,1699,4,14.84,7,163,5,Automatic,2,1187,1490,1540,18.75,40.8,2552,5.3
730,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,1270000,1497,4,4,FWD,In-line,BS VI,44,Diesel,SUV,1607,3994,1811,5,23.97,5,209,5,Automatic,2,1785,1490,1540,18.75,173.33,2498,5.1
731,Honda,Brv,Vx Petrol,1271900,1497,4,4,FWD,In-line,BS IV,42,Petrol,SUV,1666,4456,1735,5,15.4,7,210,7,Manual,2,1235,1490,1540,18.75,31.52,2662,5.3
732,Skoda,Rapid,1.5,1273599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.13,5,163,5,Manual,2,1210,1490,1540,13.83,166.67,2552,5.3
733,Skoda,Rapid,Onyx At Diesel,1273599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.72,5,163,5,Automatic,2,1228,1490,1540,18.75,166.67,2552,5.3
734,Honda,Brv,V Diesel,1273900,1498,4,4,FWD,In-line,BS IV,42,Diesel,SUV,1666,4453,1735,5,21.9,7,210,7,Manual,2,1301,1490,1540,13.33,114.29,2662,5.5
735,Hyundai,Creta,Sports Edition Petrol,1279983,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Manual,2,1180,1490,1540,13.33,31.13,2590,5.2
736,Honda,Brv,V Cvt Petrol,1285900,1497,4,4,FWD,In-line,BS IV,42,Petrol,SUV,1666,4456,1735,5,16,7,210,7,Automatic,2,1238,1490,1540,22.5,31.52,2662,5.3
737,Hyundai,Creta,1.6,1287041,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Automatic,2,1180,1490,1540,22.5,31.13,2590,5.2
738,Hyundai,Verna,1.6,1287999,1591,4,4,FWD,In-line,BS IV,45,Petrol,Sedan,1445,4440,1729,4,17.7,4,165,5,Automatic,5,1785,1490,1540,22.5,31.96,2600,5.2
739,Mahindra,E Verito,D4,1293214,72,4,4,FWD,In-line,BS IV,45,Electric,Sedan,1540,4247,1740,4,23,5,165,5,Automatic,2,1785,1490,1540,22.5,30.33,2630,5.25
740,Toyota,Yaris,V Cvt,1294000,1496,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.8,7,152,5,Automatic,5,1125,1490,1540,22.5,33.33,2550,5.1
741,Toyota,Yaris,Vx,1296000,1496,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.1,6,152,5,Manual,5,1120,1490,1540,22.5,33.33,2550,5.1
742,Force,Gurkha,Xtreme,1299000,2149,4,4,AWD,In-line,BS IV,63,Diesel,SUV,2075,3992,1820,3,23,5,165,5,Manual,2,1785,1490,1540,22.5,0,2400,5.65
743,Skoda,Monte Carlo,1.5,1299599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.13,5,163,5,Manual,2,1210,1490,1540,22.5,166.67,2552,5.3
744,Renault,Captur,Platine Diesel Dual Tone,1299999,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1619,4329,1813,5,20.37,6,201,5,Manual,4,1785,1490,1540,22.5,137.14,2673,5.2
745,Hyundai,Verna,1.6,1301881,1582,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1445,4440,1729,4,23.5,4,165,5,Manual,5,1785,1490,1540,17.33,173.33,2600,5.2
746,Honda,City,Vx Mt Diesel,1302000,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1495,4440,1695,4,25.1,6,165,5,Manual,2,1170,1475,1465,17.33,114.29,2600,5.3
747,Mahindra,E Verito,D6,1303241,72,4,4,FWD,In-line,BS IV,45,Electric,Sedan,1540,4247,1740,4,23,5,165,5,Automatic,2,1785,1490,1540,17.33,30.33,2630,5.25
748,Mahindra,Marazzo,7,1308592,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,7,Manual,2,1785,1490,1540,17.33,171.43,2760,5.25
749,Kia,Seltos,1.5,1309000,1497,4,4,FWD,In-line,BS VI,60,Petrol,SUV,1645,4315,1800,5,16.8,6,190,5,Manual,4,1785,1490,1540,6.94,32,2610,5.3
750,Honda,City,Vx Cvt Petrol,1312000,1497,4,4,FWD,In-line,BS VI,40,Petrol,Sedan,1495,4440,1695,4,18,5,165,5,Automatic,2,1100,1475,1465,6.94,31.52,2600,5.3
751,Mahindra,Marazzo,8,1316690,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,8,Manual,2,1785,1490,1540,18.75,171.43,2760,5.25
752,Toyota,Yaris,V (O) Cvt,1317000,1498,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.1,6,152,5,Automatic,5,1105,1490,1540,18.75,33.33,2550,5.1
753,Volkswagen,Vento,1.5,1317500,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1467,4390,1699,4,20.64,5,163,5,Automatic,2,1211,1457,1500,18.75,166.67,2553,5.4
754,Volkswagen,Vento,Gt Line (P) Dsg,1317500,1197,4,4,FWD,In-line,BS IV,45,Petrol,Hatchback,1469,3971,1682,5,17.21,7,165,5,Automatic,2,1109,1460,1456,18.75,116.67,2469,4.97
755,Mg,Hector,1.5L Super,1328000,1500,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1760,4655,1835,5,14.16,6,192,5,Manual,2,1785,1490,1540,32.87,0,2750,5.2
756,Hyundai,Verna,1.6,1328545,1582,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1445,4440,1729,4,17.1,4,165,5,Automatic,2,1785,1490,1540,32.9,173.33,2600,5.2
757,Force,Gurkha,Xtreme Abs,1330000,2149,4,4,AWD,In-line,BS IV,63,Diesel,SUV,2075,3992,1820,3,23,5,165,5,Manual,2,1785,1490,1540,32.93,0,2400,5.65
758,Mahindra,Scorpio,120,1330006,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,5,165,9,Manual,2,1785,1490,1540,32.95,155.56,2680,5.4
759,Tata,Safari Storme,2.2,1335158,2179,4,4,FWD,In-line,BS IV,63,Diesel,SUV,1922,4655,1965,5,14,5,200,7,Manual,2,2000,1580,1550,32.98,188.24,2650,10.8
760,Hyundai,Creta,1.6,1336033,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,17.01,6,190,5,Automatic,2,1785,1490,1540,33,136.84,2590,5.2
761,Volkswagen,Vento,1.5,1336500,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1467,4390,1699,4,21.5,7,163,5,Automatic,2,1211,1457,1500,33.03,166.67,2553,5.4
762,Tata,Harrier,Revotorq Xe,1345363,1956,3,4,FWD,In-line,BS VI,50,Diesel,SUV,1706,4598,1894,5,16.7,6,205,5,Manual,2,1785,1490,1540,33.05,200,2741,5.2
763,Mg,Hector,2.0L Style,1348000,2000,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1760,4655,1835,5,17.41,6,192,5,Manual,2,1785,1490,1540,33.08,0,2750,5.2
764,Kia,Seltos,1.5,1354000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Automatic,4,1785,1490,1540,17.4,166.67,2610,5.3
765,Mahindra,Scorpio,140,1360668,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,5,165,9,Manual,2,1785,1490,1540,17.57,213.33,2680,5.4
766,Hyundai,Creta,1.6,1366797,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,19.67,6,190,5,Manual,2,1785,1490,1540,17.4,136.84,2590,5.2
767,Nissan,Kicks,Xv Premium,1369000,1461,4,4,RWD,In-line,BS VI,50,Diesel,SUV,1651,4384,1813,5,20.45,6,210,5,Manual,2,1785,1490,1540,17.4,137.14,2673,5.2
768,Tata,Hexa,Xe 4X2,1371864,2179,4,4,RWD,In-line,BS IV,60,Diesel,SUV,1791,4788,1903,5,17.6,5,200,7,Manual,2,2280,1490,1540,17.4,188.24,2850,5.75
769,Hyundai,Creta,1.6,1377363,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Automatic,2,1180,1490,1540,17.57,31.13,2590,5.2
770,Kia,Seltos,1.4,1379000,1353,4,4,FWD,In-line,BS VI,50,Petrol,SUV,1645,4315,1800,5,16.1,6,190,5,Manual,2,1785,1490,1540,21.89,161.33,2610,5.3
771,Honda,Brv,Vx Diesel,1382900,1498,4,4,FWD,In-line,BS IV,42,Diesel,SUV,1666,4456,1735,5,21.9,7,210,7,Manual,2,1306,1490,1540,21.89,114.29,2662,5.5
772,Mg,Hector,1.5L Super Hybrid,1388000,1500,4,4,FWD,In-line,BS IV,45,Hybrid,SUV,1760,4655,1835,5,14.16,6,192,5,Manual,2,1785,1490,1540,21.89,0,2750,5.2
773,Hyundai,Creta,1.6,1394437,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Manual,5,1180,1490,1540,17.4,31.13,2590,5.2
774,Tata,Nexon Ev,Xm,1399000,1197,4,4,FWD,In-line,BS VI,45,Electric,SUV,1607,3994,1811,5,23,5,205,5,Automatic,2,1785,1490,1540,18.55,0,2498,5.2
775,Skoda,Rapid,1.5,1399599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.72,5,163,5,Automatic,2,1228,1490,1540,22.5,166.67,2552,5.3
776,Hyundai,Verna,1.6,1407871,1582,4,4,FWD,In-line,BS IV,45,Diesel,Sedan,1445,4440,1729,4,17.1,6,165,5,Automatic,2,1785,1490,1540,22.5,173.33,2600,5.2
777,Kia,Seltos,1.5,1409000,1497,4,4,FWD,In-line,BS VI,60,Petrol,SUV,1645,4315,1800,5,16.8,6,190,5,Automatic,4,1785,1490,1540,22.5,32,2610,5.3
