,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Height,Length,Width,Doors,ARAI_Certified_Mileage,Gears,Ground_Clearance,Seating_Capacity,Type,Airbags,Kerb_Weight,Front_Track,Rear_Track,Power,Torque,Wheelbase,Minimum_Turning_Radius
778,Kia,Seltos,1.5,1414000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Manual,4,1785,1490,1540,22.5,166.67,2610,5.3
779,Hyundai,Creta,Sports Edition Diesel,1414247,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1665,4270,1780,5,19.67,6,190,5,Manual,2,1785,1490,1540,8,136.84,2590,5.2
780,Toyota,Yaris,Vx Cvt,1418000,1496,4,4,FWD,In-line,BS IV,42,Petrol,Sedan,1495,4425,1730,4,17.8,7,152,5,Automatic,5,1135,1490,1540,8,33.33,2550,5.1
781,Mahindra,Xuv500,W7,1418313,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,15.1,6,200,7,Manual,2,1785,1600,1600,22.55,188.57,2700,5.6
782,Mahindra,Xuv500,W7,1418313,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,15.1,6,200,7,Manual,2,1785,1600,1600,22.55,188.57,2700,5.6
783,Nissan,Terrano,110,1419900,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1671,4331,1822,5,19.01,6,205,5,Manual,2,1360,1560,1567,22.55,110.22,2673,5.2
784,Honda,City,Zx Mt Diesel,1421000,1498,4,4,FWD,In-line,BS IV,40,Diesel,Sedan,1495,4440,1695,4,25.1,6,165,5,Manual,5,1175,1475,1465,22.55,114.29,2600,5.3
785,Hyundai,Creta,1.6,1421208,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,19.67,6,190,5,Manual,2,1785,1490,1540,17.4,136.84,2590,5.2
786,Hyundai,Creta,1.6,1422937,1591,4,4,FWD,In-line,BS IV,55,Petrol,SUV,1630,4270,1780,5,15.29,6,190,5,Manual,5,1180,1490,1540,17.4,31.13,2590,5.2
787,Mahindra,Scorpio,S9 2Wd,1423710,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,6,165,9,Manual,2,1785,1490,1540,17.4,213.33,2680,5.4
788,Skoda,Monte Carlo,1.5,1425599,1498,4,4,FWD,In-line,BS IV,55,Diesel,Sedan,1466,4413,1699,4,21.72,7,163,5,Automatic,2,1228,1490,1540,17.4,166.67,2552,5.3
789,Honda,City,Zx Cvt Petrol,1431000,1497,4,4,FWD,In-line,BS VI,40,Petrol,Sedan,1495,4440,1695,4,22.6,5,165,5,Automatic,5,1107,1475,1465,17.4,31.52,2600,5.3
790,Mg,Hector,2.0L Super,1448000,2000,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1760,4655,1835,5,17.41,6,192,5,Manual,2,1785,1490,1540,17.4,0,2750,5.2
791,Volkswagen,Vento,1.2,1449500,1197,4,2,FWD,In-line,BS IV,55,Petrol,Sedan,1467,4390,1699,4,18.19,7,163,5,Automatic,2,1174,1457,1500,17.4,116.67,2553,5.4
792,Volkswagen,Vento,Gt Line (D),1449500,1498,4,4,FWD,In-line,BS IV,45,Diesel,Hatchback,1469,3971,1682,5,19.91,5,165,5,Manual,2,1148,1460,1456,23.82,166.67,2469,4.97
793,Nissan,Terrano,110,1464900,1461,4,4,FWD,In-line,BS IV,50,Diesel,SUV,1671,4331,1822,5,19.01,6,205,5,Automatic,2,1360,1560,1567,23.82,110.22,2673,5.2
794,Nissan,Kicks,Xv Premium (O),1465000,1461,4,4,RWD,In-line,BS VI,50,Diesel,SUV,1651,4384,1813,5,20.45,6,210,5,Manual,2,1785,1490,1540,23.82,137.14,2673,5.2
795,Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,1461,4,4,RWD,In-line,BS VI,50,Diesel,SUV,1651,4384,1813,5,20.45,6,210,5,Manual,3,1785,1490,1540,12.36,137.14,2673,5.2
796,Icml,Extreme,7,1465148,1994,4,4,RWD,In-line,BS III,50,Diesel,SUV,1885,4440,1695,5,11.12,5,170,7,Manual,2,1710,1490,1540,12.36,120,2541,5.6
797,Mahindra,Marazzo,7,1468440,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,7,Manual,2,1785,1490,1540,13.83,171.43,2760,5.25
798,Tata,Harrier,Revotorq Xm,1471368,1956,3,4,FWD,In-line,BS VI,50,Diesel,SUV,1706,4598,1894,5,16.7,6,205,5,Manual,2,1785,1490,1540,12.36,200,2741,5.2
799,Mahindra,Marazzo,8,1476538,1497,4,4,FWD,In-line,BS IV,45,Diesel,MPV,1774,4585,1866,5,17.3,6,165,8,Manual,2,1785,1490,1540,13.83,171.43,2760,5.25
800,Tata,Safari Storme,400,1479574,2179,4,4,RWD,In-line,BS IV,63,Diesel,SUV,1922,4655,1965,5,14.1,6,200,7,Manual,2,2095,1580,1550,13.83,228.57,2650,5.4
801,Toyota,Innova Crysta,7,1493000,2755,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,11.25,6,167,7,Manual,6,1825,1540,1540,13.83,300,2750,5.4
802,Toyota,Innova Crysta,8,1498000,2755,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,11.25,6,167,8,Manual,6,1825,1540,1540,12.36,300,2750,5.4
803,Mg,Hector,1.5L Smart Hybrid,1498000,1500,4,4,FWD,In-line,BS IV,45,Hybrid,SUV,1760,4655,1835,5,14.16,6,192,5,Manual,3,1785,1490,1540,12.36,0,2750,5.2
804,Tata,Nexon Ev,Xz Plus,1499000,1197,4,4,FWD,In-line,BS VI,45,Electric,SUV,1607,3994,1811,5,23,5,205,5,Automatic,2,1785,1490,1540,13.83,0,2498,5.2
805,Hyundai,Creta,1.6,1527395,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,17.01,6,190,5,Automatic,2,1785,1490,1540,13.83,136.84,2590,5.2
806,Kia,Seltos,1.4,1529000,1353,4,4,FWD,In-line,BS VI,50,Petrol,SUV,1645,4315,1800,5,16.1,6,190,5,Manual,4,1785,1490,1540,12.36,161.33,2610,5.3
807,Tata,Hexa,Xm 4X2,1531377,2179,4,4,RWD,In-line,BS IV,60,Diesel,SUV,1791,4788,1903,5,17.6,6,200,7,Manual,2,2280,1490,1540,12.36,235.29,2850,5.75
808,Kia,Seltos,1.5,1534000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Manual,4,1785,1490,1540,12.36,166.67,2610,5.3
809,Mahindra,Xuv500,W7 At,1539488,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,3,1785,1600,1600,68.75,188.57,2700,5.6
810,Mahindra,Xuv500,W7 At,1539488,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,3,1785,1600,1600,60.87,188.57,2700,5.6
811,Mahindra,Scorpio,S11 2Wd,1540081,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,5,165,9,Manual,2,1785,1490,1540,74.78,213.33,2680,5.4
812,Hyundai,Creta,1.6,1543564,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,19.67,6,190,5,Manual,5,1785,1490,1540,65.71,136.84,2590,5.2
813,Skoda,Octavia,1.4,1549000,1395,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1476,4670,1814,4,16.7,6,155,5,Manual,6,1260,1490,1540,39.29,166.67,2688,5.2
814,Jeep,Compass,1.4,1560000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,16.3,5,165,5,Manual,2,1537,1490,1540,68.75,142.86,2636,5.2
815,Mg,Hector,1.5L Smart Dct,1568000,1500,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1760,4655,1835,5,13.96,6,192,5,DCT,3,1785,1490,1540,69.69,0,2750,5.2
816,Hyundai,Creta,1.6,1572064,1582,4,4,FWD,In-line,BS IV,55,Diesel,SUV,1630,4270,1780,5,19.67,6,190,5,Manual,5,1785,1490,1540,69.69,136.84,2590,5.2
817,Toyota,Innova Crysta,8,1587000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.1,5,167,8,Manual,3,1825,1540,1540,64.29,245,2750,5.4
818,Mg,Hector,2.0L Smart,1588000,2000,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1760,4655,1835,5,17.41,6,192,5,Manual,3,1785,1490,1540,24.4,0,2750,5.2
819,Mahindra,Xuv500,W9,1588943,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,2,1785,1600,1600,30.91,188.57,2700,5.6
820,Mahindra,Xuv500,W9,1588943,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,2,1785,1600,1600,24.4,188.57,2700,5.6
821,Hyundai,Elantra,S,1589000,1999,4,4,FWD,In-line,BS VI,50,Petrol,Sedan,1465,4620,1800,4,14.6,6,165,5,Manual,6,1785,1490,1540,30.91,49,2700,5.2
822,Tata,Harrier,Revotorq Xt,1591368,1956,3,4,FWD,In-line,BS VI,50,Diesel,Hatchback,1706,4598,1894,5,16.7,6,205,5,Manual,2,1080,1490,1540,33.27,200,2741,5.2
823,Toyota,Innova Crysta,7,1592000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.4,5,167,7,Manual,3,1805,1540,1540,30.91,245,2750,5.4
824,Jeep,Compass,1.4,1599000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,16.3,5,165,5,Manual,2,1537,1490,1540,30.91,142.86,2636,5.2
825,Tata,Nexon Ev,Xz Plus Lux,1599000,1197,4,4,FWD,In-line,BS VI,45,Electric,SUV,1607,3994,1811,5,23,5,205,5,Automatic,2,1785,1490,1540,55.67,0,2498,5.2
826,Skoda,Octavia,1.4,1599599,1395,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1476,4670,1814,4,16.7,6,155,5,Manual,3,1260,1490,1540,71.67,166.67,2688,5.2
827,Toyota,Innova Crysta,7,1605000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.4,5,167,7,Manual,3,1805,1540,1540,101.27,245,2750,5.4
828,Toyota,Innova Crysta,8,1610000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.4,5,167,8,Manual,3,1825,1540,1540,63.43,245,2750,5.4
829,Mahindra,Xuv500,G At,1610180,2179,4,4,FWD,In-line,BS IV,70,Petrol,SUV,1785,4585,1890,5,13.85,6,200,7,Automatic,2,1785,1600,1600,63.43,160,2700,5.6
830,Mahindra,Xuv500,G At,1610180,2179,4,4,FWD,In-line,BS IV,70,Petrol,SUV,1785,4585,1890,5,13.85,6,200,7,Automatic,2,1785,1600,1600,71.67,160,2700,5.6
831,Toyota,Innova Crysta,7,1615000,2694,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,10.83,6,167,7,Automatic,6,1825,1540,1540,71.67,204.17,2750,5.4
832,Toyota,Innova Crysta,8,1620000,2694,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,10.83,6,167,8,Automatic,6,1825,1540,1540,55.5,61.25,2750,5.4
833,Mg,Hector,1.5L Sharp Hybrid,1628000,1500,4,4,FWD,In-line,BS IV,45,Hybrid,SUV,1760,4655,1835,5,14.16,6,192,5,Manual,1,1785,1490,1540,81.82,0,2750,5.2
834,Kia,Seltos,1.4,1629000,1353,4,4,FWD,In-line,BS VI,50,Petrol,SUV,1645,4315,1800,5,16.5,7,190,5,DCT,4,1785,1490,1540,97.88,161.33,2610,5.3
835,Kia,Seltos,1.4,1629000,1353,4,4,FWD,In-line,BS VI,50,Petrol,SUV,1645,4315,1800,5,16.1,6,190,5,Manual,4,1785,1490,1540,240.83,161.33,2610,5.3
836,Kia,Seltos,1.5,1634000,1493,4,4,FWD,In-line,BS VI,60,Diesel,SUV,1645,4315,1800,5,20,6,190,5,Automatic,4,1785,1490,1540,131.25,166.67,2610,5.3
837,Tata,Hexa,Xm Plus 4X2,1639374,2179,4,4,RWD,In-line,BS IV,60,Diesel,SUV,1791,4788,1903,5,17.6,6,200,7,Manual,2,2280,1490,1540,82.36,235.29,2850,5.75
838,Tata,Safari Storme,400,1643829,2179,4,4,AWD,In-line,BS IV,63,Diesel,SUV,1922,4655,1965,5,14.1,6,200,7,Manual,2,2095,1580,1550,82.73,228.57,2650,5.4
839,Toyota,Corolla Altis,G Petrol,1645000,1798,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1475,4620,1775,4,16.7,6,175,5,Manual,3,1220,1530,1535,33.45,43.25,2700,5.4
840,Isuzu,Dmax V-Cross,Standard,1654783,2499,4,4,AWD,In-line,BS IV,45,Diesel,Pick-up,1840,5295,1860,4,10.3,5,165,5,Manual,2,1935,1570,1570,70.71,177.78,3095,5.2
841,Tata,Hexa,Xma 4X2,1655587,2179,4,4,RWD,In-line,BS IV,45,Diesel,SUV,1791,4788,1903,5,17.6,6,200,7,Automatic,2,2280,1490,1540,70.71,235.29,2850,5.2
842,Jeep,Compass,2,1661000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1537,1490,1540,101.19,200,2636,5.2
843,Mahindra,Scorpio,S11 4Wd,1663054,2179,4,4,FWD,In-line,BS IV,60,Diesel,SUV,1995,4456,1820,5,15.4,5,165,9,Manual,2,1785,1490,1540,33.45,213.33,2680,5.65
844,Jeep,Compass,2,1699000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1537,1490,1540,33.45,200,2636,5.2
845,Skoda,Octavia,2,1699000,1968,4,4,FWD,In-line,BS IV,50,Diesel,Sedan,1476,4670,1814,4,21,6,155,5,Manual,6,1340,1490,1540,70.71,182.86,2688,5.2
846,Mahindra,Xuv500,W9 At,1710118,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,2,1785,1600,1600,70.71,188.57,2700,5.6
847,Mahindra,Xuv500,W9 At,1710118,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,2,1785,1600,1600,45.09,188.57,2700,5.6
848,Mahindra,Xuv500,W11,1716319,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,5,1785,1600,1600,43.48,188.57,2700,5.6
849,Mahindra,Xuv500,W11,1716319,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,5,1785,1600,1600,43.48,188.57,2700,5.6
850,Mg,Hector,1.5L Sharp Dct,1718000,1500,4,4,FWD,In-line,BS IV,45,Petrol,SUV,1760,4655,1835,5,13.96,6,192,5,DCT,1,1785,1490,1540,38.81,0,2750,5.2
851,Tata,Harrier,Revotorq Xz,1721368,1956,3,4,FWD,In-line,BS VI,50,Diesel,Hatchback,1706,4598,1894,5,16.7,6,205,5,Manual,2,1785,1490,1540,51.25,200,2741,5.2
852,Mg,Hector,2.0L Sharp,1728000,2000,4,4,FWD,In-line,BS IV,45,Diesel,SUV,1760,4655,1835,5,17.41,6,192,5,Manual,1,1785,1490,1540,81.6,0,2750,5.2
853,Tata,Harrier,Revotorq Dark Edition,1730755,1956,3,4,FWD,In-line,BS VI,50,Diesel,Hatchback,1706,4598,1894,5,16.7,6,205,5,Manual,2,1785,1490,1540,93.6,200,2741,5.2
854,Tata,Harrier,Revotorq Xz Dual Tone,1732231,1956,3,4,FWD,In-line,BS VI,50,Diesel,Hatchback,1706,4598,1894,5,16.7,6,205,5,Manual,2,1785,1490,1540,79.33,200,2741,5.2
855,Mahindra,Xuv500,W11 (O),1741319,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,5,1785,1600,1600,102.24,188.57,2700,5.6
856,Mahindra,Xuv500,W11 (O),1741319,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,5,1785,1600,1600,24.4,188.57,2700,5.6
857,Toyota,Corolla Altis,G Diesel,1771000,1364,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1475,4620,1775,4,21,6,175,5,Manual,3,1230,1530,1535,30.91,113.89,2700,5.4
858,Honda,Civic,1.8,1793900,1799,4,4,FWD,In-line,BS VI,47,Petrol,Sedan,1433,4656,1799,4,16.5,7,165,5,Automatic,4,1268,1490,1540,51.22,40.47,2700,5.2
859,Tata,Hexa,Xt 4X2,1796458,2179,4,4,RWD,In-line,BS IV,45,Diesel,SUV,1791,4788,1903,5,17.6,6,200,6,Manual,5,2280,1490,1540,51.22,235.29,2850,5.2
860,Skoda,Octavia,2,1799599,1968,4,4,FWD,In-line,BS IV,50,Diesel,Sedan,1476,4670,1814,4,21,6,155,5,Manual,3,1340,1490,1540,58.17,182.86,2688,5.2
861,Jeep,Compass,2,1803000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1551,1490,1540,92.71,200,2636,5.2
862,Toyota,Corolla Altis,G At Petrol,1806000,1798,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1475,4620,1775,4,16.7,7,175,5,Automatic,3,1260,1530,1535,31.63,43.25,2700,5.4
863,Isuzu,Dmax V-Cross,High Z,1806813,2499,4,4,AWD,In-line,BS IV,45,Diesel,Pick-up,1840,5295,1860,4,10.3,5,165,5,Manual,2,1945,1570,1570,31.63,177.78,3095,5.2
864,Toyota,Innova Crysta,7,1807000,2393,4,4,RWD,In-line,BS IV,55,Petrol,MUV,1795,4735,1830,5,11.25,5,167,7,Manual,3,1815,1540,1540,58.33,245,2750,5.4
865,Mahindra,Xuv500,W11 At,1837586,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,5,1785,1600,1600,91.67,188.57,2700,5.6
866,Mahindra,Xuv500,W11 At,1837586,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,5,1785,1600,1600,59.13,188.57,2700,5.6
867,Hyundai,Elantra,Sx,1849000,1999,4,4,FWD,In-line,BS VI,50,Petrol,Sedan,1465,4620,1800,4,14.6,6,165,5,Manual,6,1785,1490,1540,33.27,49,2700,5.2
868,Mahindra,Xuv500,W11 (O) Awd,1852488,2179,4,4,AWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Manual,5,1785,1600,1600,34,188.57,2700,5.6
869,Mahindra,Xuv500,W11 (O) At,1862586,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,5,1785,1600,1600,34,188.57,2700,5.6
870,Mahindra,Xuv500,W11 (O) At,1862586,2179,4,4,FWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,5,1785,1600,1600,60,188.57,2700,5.6
871,Hyundai,Tucson,2Wd Mt Petrol,1876656,1999,4,4,FWD,In-line,BS IV,62,Petrol,SUV,1660,4475,1850,5,13.03,5,165,5,Manual,2,1785,1540,1540,42.5,48,2670,5.2
872,Toyota,Corolla Altis,Gl Petrol,1882000,1798,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1475,4620,1775,4,16.7,6,175,5,Manual,4,1280,1515,1520,62.5,43.25,2700,5.4
873,Jeep,Compass,2,1888000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,6,165,5,Manual,2,1551,1490,1540,35.82,200,2636,5.2
874,Toyota,Innova Crysta,7,1892000,2393,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,11.25,5,167,7,Manual,3,1815,1540,1540,51.05,61.25,2750,5.4
875,Skoda,Octavia,1.4,1899599,1395,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1476,4670,1814,4,16.7,6,155,5,Manual,6,1260,1490,1540,40.79,166.67,2688,5.2
876,Jeep,Compass,1.4,1900000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,14.1,5,165,5,Automatic,2,1562,1490,1540,40.79,100,2636,5.2
877,Tata,Hexa,Xta 4X2,1912593,2179,4,4,AWD,In-line,BS IV,60,Diesel,SUV,1791,4788,1903,5,17.6,6,200,6,Automatic,5,2280,1490,1540,33.11,235.29,2850,5.75
878,Toyota,Innova Crysta,7,1927000,2393,4,4,RWD,In-line,BS IV,55,Diesel,MUV,1795,4735,1830,5,15,5,167,7,Manual,3,1815,1540,1540,33.13,245,2750,5.4
879,Tata,Hexa,Xt 4X4,1929417,2179,4,4,RWD,In-line,BS IV,60,Diesel,SUV,1791,4788,1903,5,17.6,6,200,6,Manual,5,2280,1490,1540,33.16,188.24,2850,5.75
880,Toyota,Innova Crysta,8,1932000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.4,5,167,8,Manual,3,1820,1540,1540,33.18,245,2750,5.4
881,Toyota,Corolla Altis,Gl Diesel,1936000,1364,4,4,FWD,In-line,BS IV,43,Diesel,Sedan,1475,4620,1775,4,21,6,175,5,Manual,3,1270,1530,1535,33.21,113.89,2700,5.4
882,Honda,Civic,1.8,1944900,1799,4,4,FWD,In-line,BS VI,47,Petrol,Sedan,1433,4656,1799,4,16.5,7,165,5,Automatic,4,1275,1490,1540,33.24,40.47,2700,5.2
883,Hyundai,Elantra,Sx At,1949000,1999,4,4,FWD,In-line,BS VI,50,Petrol,Sedan,1465,4620,1800,4,14.6,6,165,5,AMT,6,1785,1490,1540,33.26,49,2700,5.2
884,Jeep,Compass,2,1973000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1562,1490,1540,33.29,200,2636,5.2
885,Mahindra,Xuv500,W11 (O) Awd At,1973664,2179,4,4,AWD,In-line,BS IV,70,Diesel,SUV,1785,4585,1890,5,16,6,200,7,Automatic,5,1785,1600,1600,33.31,188.57,2700,5.6
886,Jeep,Compass,1.4,1996000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,16.3,5,165,5,Automatic,2,1562,1490,1540,33.34,142.86,2636,5.2
887,Isuzu,Dmax V-Cross,Z Prestige,1999000,1898,4,4,AWD,In-line,BS IV,45,Diesel,Pick-up,1855,5295,1860,4,10.3,6,225,5,Automatic,6,1935,1570,1570,33.37,194.44,3095,5.2
888,Skoda,Octavia,1.8,1999599,1798,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1476,4670,1814,4,15.1,7,155,5,Automatic,7,1376,1490,1540,29,200,2688,5.2
889,Toyota,Corolla Altis,Vl At Petrol,2019000,1798,4,4,FWD,In-line,BS IV,55,Petrol,Sedan,1475,4620,1775,4,16.7,6,175,5,Automatic,4,1310,1515,1520,38.4,43.25,2700,5.4
890,Jeep,Compass,2,2022000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1562,1490,1540,30.97,200,2636,5.2
891,Jeep,Compass,2,2036300,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,5,165,5,Manual,2,1562,1490,1540,44.59,200,2636,5.2
892,Hyundai,Elantra,Sx(O) At,2039000,1999,4,4,FWD,In-line,BS VI,50,Petrol,Sedan,1465,4620,1800,4,14.6,6,165,5,AMT,6,1785,1490,1540,29,49,2700,5.2
893,Honda,Civic,1.6,2054900,1597,4,4,FWD,In-line,BS VI,47,Diesel,Sedan,1433,4656,1799,4,26.8,6,165,5,Manual,4,1325,1490,1540,38.4,150,2700,5.2
894,Jeep,Compass,1.4,2055000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,14.1,5,165,5,Automatic,2,1562,1490,1540,34.91,142.86,2636,5.2
895,Skoda,Octavia,1.8,2059599,1798,4,4,FWD,In-line,BS IV,50,Petrol,Sedan,1476,4670,1814,4,15.1,7,155,5,Automatic,7,1376,1490,1540,34.55,200,2688,5.2
896,Jeep,Compass,1.4,2070000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,16.3,7,165,5,Automatic,5,1562,1490,1540,34.91,142.86,2636,5.2
897,Skoda,Octavia,2,2079599,1968,4,4,FWD,In-line,BS IV,50,Diesel,Sedan,1476,4670,1814,4,21,6,155,5,Manual,6,1340,1490,1540,34.91,182.86,2688,5.2
898,Hyundai,Tucson,2Wd Mt Diesel,2079717,1995,4,4,4WD,In-line,BS IV,62,Diesel,SUV,1660,4475,1850,5,18.42,5,165,5,Manual,2,1785,1540,1540,27.83,228.57,2670,5.2
899,Mg,Zs Ev,Excite,2088000,1197,4,4,RWD,In-line,BS VI,45,Electric,SUV,1644,4314,1809,5,23,5,165,5,Automatic,5,1785,1490,1540,44.5,70.6,2585,5.2
900,Toyota,Innova Crysta,7,2097000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15,5,167,7,Manual,3,1828,1540,1540,44.5,245,2750,5.4
901,Toyota,Innova Crysta,7,2103000,2393,4,4,RWD,In-line,BS IV,55,Petrol,MUV,1795,4735,1830,5,10.75,6,167,7,Automatic,6,1870,1540,1540,44.5,0,2750,5.4
902,Toyota,Innova Crysta,7,2113000,2393,4,4,RWD,In-line,BS VI,55,Diesel,MUV,1795,4735,1830,5,15.1,5,167,7,Manual,6,1870,1540,1540,44.5,245,2750,5.4
903,Honda,Civic,1.8,2124900,1799,4,4,FWD,In-line,BS VI,47,Petrol,Sedan,1433,4656,1799,4,16.8,7,165,5,Automatic,5,1300,1490,1540,44.5,40.47,2700,5.2
904,Jeep,Compass,2,2133000,1956,6,4,FWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,6,165,5,Manual,5,1562,1490,1540,53.16,200,2636,5.2
905,Jeep,Compass,2,2151000,1956,6,4,AWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,16.3,5,165,5,Manual,4,1641,1490,1540,13.6,200,2636,5.2
906,Jeep,Compass,1.4,2167000,1368,6,4,FWD,V,BS VI,60,Petrol,SUV,1640,4395,1818,5,16.3,7,165,5,Automatic,5,1562,1490,1540,13.6,142.86,2636,5.2
907,Toyota,Innova Crysta,7,2171000,2694,4,4,RWD,In-line,BS VI,55,Petrol,MUV,1795,4735,1830,5,10.75,6,167,7,Automatic,5,1870,1540,1540,13.6,61.25,2750,5.4
908,Hyundai,Tucson,2Wd At Gl Petrol,2187384,1999,4,4,FWD,In-line,BS IV,62,Petrol,SUV,1660,4475,1850,5,12.95,5,165,5,Automatic,5,1785,1540,1540,16.5,48,2670,5.2
909,Jeep,Compass,2,2196000,1956,6,4,AWD,V,BS VI,60,Diesel,SUV,1640,4395,1818,5,17.1,9,165,5,Automatic,2,1551,1490,1540,16.5,200,2636,5.2
910,Jeep,Compass,2,2199000,1956,6,4,AWD,V,BS IV,60,Diesel,SUV,1640,4395,1818,5,16.3,5,165,5,Manual,5,1641,1490,1540,22.93,200,2636,5.2
